id,事務所id,名前,本名,別名,生年月日,没年月日,出身地,血液型,身長,方言,最終学歴,師匠,出身,active,activeend,配偶者,親族,弟子,公式サイト,YouTube,
1222,75,伊達唯,伊達 唯（だて ゆい）,ゆい・ゆいちゃん・伊達さん伊達 ゆい,2000/2/28,,東京都西東京市,A型,159cm,なし（共通語）,埼玉県立栗橋北彩高等学校卒業,,ニュースタッフプロダクション直入（2016年5月1日）,2015/8/7,,未婚,,,https://twitter.com/owarai_ringo,,
1223,128,立川只四楼,内藤（ないとう） 陽介（ようすけ）,,1979/6/18,,岩手県盛岡市,B型,175cm,共通語,,立川談四楼,NSC東京校8期,2008/1/1,,,,,,,
1224,999,立川談洲,大江（おおえ） 卓（すぐる）,,1987/10/14,,富山県射水市,,,,,立川談笑,,,,山﨑ケイ,,,,,
1225,108,田所仁,,,1982/10/28,,東京都大田区蒲田,B型,171cm,,東海大学文学部文明学科中退,,NSC東京校9期,2004/1/1,,,,,https://web.archive.org/web/20080207045738/http://rice.laff.jp/,,
1226,108,田中一彦 ,,,,,,,,,,,NSC大阪校22期,2003/1/1,2007/1/1,,,,https://profile.yoshimoto.co.jp/talent/detail?id=387,https://www.youtube.com/channel/UCMcR5t3F2dgNumXLkVBdc9g,
1227,83,田中健三,田中 健三（読み同じ）,,1973/7/27,,熊本県,B型,172cm,,,,,1990/1/1,2004/1/1,,,,,,
1228,108,タナカシングル,,,1991/2/26,,,B型,173cm,,,,NSC大阪校36期,2014/4/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=5755,,
1229,104,田中卓志,田中 卓志,,1976/2/8,,,B型,188cm,共通語、備後弁,広島大学工学部第四類,,現事務所のオーディション,2000/1/1,,未婚,,,https://ameblo.jp/ungirlst/,,
1230,117,たなかつよし,田中 毅（読み同じ）,,1972/6/27,,大阪府,B型,,大阪弁,,,,1993/1/1,,,,,https://www.shochikugeino.co.jp/talents/tanakatsuyoshi,,
1231,146,田中輝彦,,,,,,,,,,,東京NSC9期,,,,,,,,
1232,95,田中知史,,,,,,,,,,,ホリプロコムお笑いオーディション,2003/1/1,,,,,http://com.horipro.co.jp/talent/okishijen/,,
1233,108,田中直樹 ,,,1971/4/26,,大阪府豊中市,O型,181 cm,大阪弁、共通語,大阪府立桜塚高等学校 大阪デザイナー専門学校,,吉本バッタモンクラブ・オーディション,1992/1/1,,小日向しえ（2003年2017年）,,,https://profile.yoshimoto.co.jp/talent/detail?id=6,,
1234,44,田中光,同じ,たなかひかる,1982/2/13,,京都府京都市,O型,181cm,,京都精華大学芸術学部版画学科中退,,NSC大阪校24期,2002/1/1,,,,,https://grapecom.jp/talent_writer/tanakahikaru/,,
1235,101,田中勇紀,,,,,,,,,,,スクールJCA16期,2008/1/1,,,,,https://laughiinepro.co.jp/talent/%E8%8D%92%E3%81%B6%E3%82%8B%E7%A5%9E%E3%80%85/,,
1236,60,田中裕二 ,田中 裕二,ウーチャカ、ウーパン、田中裕二郎、小僧、たなもんた、タナチュー,1965/1/10,,東京都中野区,B型,153.5cm,共通語 関東方言,日本大学芸術学部演劇学科中退,,太田プロのスカウト,1988/1/1,,一般女性（2000年2009年） 山口もえ（2015年）,ならはしみき,,http://www.titannet.co.jp/talent/bakushomondai/,,
1237,108,田邊孟德,,,,,,,,,,,NSC大阪校27期,2005/1/1,,,,,,,
1238,108,田辺智加,,,,,,,,,,,NSC東京校18期（田辺、酒寄） NSC東京校20期（きりや、あんり）,2019/12/7,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6892,https://www.youtube.com/channel/UCAwDbZG6UtUAa0s6tfgqQBA,
1239,85,田辺んジョニー,田辺 麗圭,りかっち,1989/11/16,,東京都杉並区,B型,156cm,,専門学校エビスビューティーカレッジ,,高円寺,2000/1/1,,,,,https://dbgeinin.wixsite.com/mysite,,
1240,125,田辺洋,,,,,,,,,,,,2008/1/1,2014/7/1,,,,http://asaikikaku.co.jp/talent/profile/newcrepe,,
1241,999,谷幹一,西村 昌明（にしむら まさあき）,谷昌明,1932/11/21,2007/6/25,,,,,,,,,,,,,,,
1242,146,谷坂俊輔,,,,,,,,,,,NSC大阪校29期,2006/1/1,,,,,,,
1243,104,谷+1。,谷 圭一郎（たに けいいちろう）,,1981/4/2,,東京都日野市,A型,170cm,,,,,2002/1/1,,,,,https://www.watanabepro.co.jp/mypage/40000209/,,
1244,108,種馬マン,増永 美穂子,,1979/1/8,,北海道札幌市,B型,,,,,銀座7丁目劇場,1995/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=309,,
1245,88,田上よしえ,田上 芳恵（読み同じ）,,1972/12/24,,東京都品川区,A型,,共通語,,,スクールJCA5期,1998/1/1,,,,,http://www.pjinriki.com/talent/tanoue/,https://www.youtube.com/channel/UC2xRAekZBU78YUzAEi4jWQ,
1246,999,楽しんご,佐藤 信吾（さとう しんご）,,1979/3/15,,神奈川県横浜市保土ケ谷区,O型,186 cm,,,,,2000/1/1,2006/1/1,未婚,,,https://pablo.tokyo.jp/tanosingo/,https://www.youtube.com/channel/UC0EepDQSD2VQyKUhRhPakxA,
1247,108,田畑勇一,,,,,,,,,,,NSC東京校13期,2007/1/1,2020/12/31,,,,https://profile.yoshimoto.co.jp/talent/detail?id=2985,,
1248,108,田畑祐一 ,,,,,,,,,,,NSC東京校13期,2007/1/1,2020/12/31,,,,https://profile.yoshimoto.co.jp/talent/detail?id=2985,,
1249,108,タバやん。,,,,,,,,,,,NSC東京校14期,2008/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=4187,,
1250,108,田渕章裕,,,1985/6/2,,兵庫県たつの市,A型,172cm,,関西大学経済学部,,NSC大阪校31期,2009/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=5204,https://www.youtube.com/channel/UC5vLKJjhiu241fobjYGRYA,
1251,163,タブレット純,橋本康之,田渕純(別名),1974/8/31,,神奈川県相模原市,A型,,,,,,,,,,,https://toruba.net/,,
1252,999,玉川スミ,中川（なかがわ） スミ,,1920/7/17,2012/9/25,福島県郡山市,,,,,桂喜代楽 3代目春風亭柳好 京山華千代,,,,,,,,,
1253,99,玉城俊幸,,,1979/71/,,沖縄県那覇市,B型,180cm,,琉球大学休学中,,,1999/1/1,,,,,https://www.risingpro.jp/artist/cancan/,,
1254,129,玉置ピンチ!,,,,,,,,,,,,2003/1/1,,,,,,,
1255,999,たまこ,,,1975/1/18,,熊本県,O型,,,,,,,,,,,,,
1256,999,玉子屋円辰,西本 為吉,,1865/7/27,1944/6/19,河内国河内郡池島村 （のちの大阪府東大阪市）,,,,,,,,,,,,,,
1257,85,玉袋筋太郎,赤江 祐一（あかえ ゆういち）,玉ちゃん、玉さん,1967/6/22,,東京都新宿区西新宿,AB型,180cm,江戸弁,実践商業高等学校,ビートたけし,浅草フランス座,1987/1/1,,既婚,,,http://www.tamabukuro.com/,,
1258,153,民秋貴也,民秋貴也,,1973/11/17,,京都市京都市,,175 cm,共通語、京都弁,,宮田たかし,,,,,,,http://attohome.net/tamiaki.html,,
1259,108,田村淳,田村 淳,たむたむ、あつあつ、haderu、あっちゃん、社長、あつし,1973/12/4,,山口県下関市彦島,O型,167 cm,共通語・山口弁,慶應義塾大学大学院メディアデザイン研究科（修士）,,銀座7丁目劇場オーディション,1993/1/1,,香那（2013年）,,,https://profile.yoshimoto.co.jp/talent/detail?id=6969,,
1260,108,たむらけんじ,田村 憲司（たむら けんじ）,たむけん　おたむ　むらちゃん（タコ兄のみ）,1973/5/4,,大阪府阪南市,A型,180cm,大阪弁,大阪府立和泉高等学校,,NSC大阪校11期,1992/1/1,,一般人女性（1990年代2013年）,,,http://www.delasoul.co.jp/tamuken/index.html,,
1261,108,田村裕,田村 裕,,1979/9/3,,大阪府吹田市,O型,180cm,大阪弁（摂津弁）,,,NSC大阪校20期,1997/1/1,,既婚,,,,https://www.youtube.com/channel/UCeF1EId5ePVGgFC0n3xPy5A,
1262,147,田村ゆきこ,田村 裕貴子（たむら ゆきこ）,,1979/10/11,,東京都練馬区,,163cm,,東京都立永福高等学校（現・東京都立杉並総合高等学校）,,,,,,,,http://neetproject.com/profile/tamura/index.html,,
1263,999,田村亮 ,田村 亮,亮くん、亮さん、金髪,1972/1/8,,大阪府高槻市,A型,172cm,大阪弁 共通語,大阪府立芥川高等学校,,銀座7丁目劇場オーディション,1994/1/1,2019/1/1,既婚,,,,,
1264,2,溜口佑太朗,,,1985/1/19,,埼玉県富士見市,O型,162cm,,日本大学藝術学部映画学,,,2009/4/1,,,,,http://ashd.info/love.html,https://www.youtube.com/channel/UCQEvRjRH7GzM8X2jMIP429A,
1265,133,タモリ,森田 一義（もりた かずよし）,タモリさん タモさん タモちゃん,1945/8/22,,福岡県福岡市南区市崎,O型,161 cm,共通語 博多弁,福岡県立筑紫丘高等学校卒業 早稲田大学第二文学部西洋哲学専修除籍,赤塚不二夫,,1975/1/1,,既婚,伊佐山ひろ子（遠戚）,,http://www.tanabeagency.co.jp/,,
1266,108,多和田上人,多和田 上人,"たわた ウエンチュ瑛士 藤原翼 T,T TWT1",1987/6/23,,沖縄県宜野湾市,A型,163cm,女子プロ弁,沖縄県立浦添工業高等学校卒業,,NSC大阪校29期,2007/1/1,,未婚,,,https://profile.yoshimoto.co.jp/talent/detail?id=6781,,
1267,999,俵山栄子,藤野 栄子,,1962/2/9,,,A型,,,,,,,,,,,,,
1268,999,団しん也,五十貝 勝（いそがい まさる）,,1944/4/16,,,,,,,,,,,,,,,,
1269,104,丹佳夫,,,1986/1/1,,京都府,A型,177㎝,,京都大学大学院,,ワタナベコメディスクール12期,2011/1/1,,,,,http://www.watanabepro.co.jp/mypage/artist/tanyoshio.html,,
1270,107,ダンカン ,飯塚 実,,1959/1/3,,埼玉県入間郡毛呂山町,B型,176cm,標準語,千代田工科芸術専門学校 映画芸術科,立川談志,落語,,,独身（2014年死別）,息子2人、娘1人,,,,
1271,146,タンク ,,,,,,,,,,,,1993/1/1,,,,,,,
1272,999,ダンジー,平田 幹裕（ひらた みきひろ）,,1971/7/17,,福岡県,A型,167cm,,大阪芸術大学,,,,,,,,,,
1273,117,団長安田,安田裕己,団長,1974/4/26,,兵庫県西宮市,A型,163cm,関西弁,鳥取城北高等学校,,,1995/1/1,,岩田さち（2009年）,,,https://www.shochikugeino.co.jp/talents/yasudadaicircus,,
1274,53,ダンディ坂野,坂野 賢一,,1967/1/16,,石川県加賀市,AB型,166cm,共通語,石川県立大聖寺実業高等学校,,スクールJCA2期,1993/1/1,,既婚,,,https://ameblo.jp/dandysakano/,,
1275,161,千秋,,,1971/10/26,,千葉県市原市青葉台,O型,151 cm,,,,,,,遠藤章造 （2002年2007年） 一般男性 （2016年）,,,http://www.chiaki7.com,,
1276,108,TEAM近藤,近藤 慎治 （こんどう しんじ）,,1983/5/5,,東京都練馬区,A型,,,東京国際大学卒業,,ワタナベコメディスクール8期 NSC東京校15期,2010/1/1,,,,,,,
1277,19,チェリー吉武,,,1980/10/13,,静岡県、佐賀県,O型,179cm,,,,,,,白鳥久美子 (2018年),,,http://wahahahompo.co.jp/member_profile/cherry_yoshitake.pdf,,
1278,108,チカコホンマ,本間 千佳子（ほんま ちかこ）,チカポン,1994/5/4,,千葉県,O型,168cm,,,,NSC大阪校36期,2014/1/1,,,,,,https://www.youtube.com/channel/UC6mt9RoLyKA5J06Wu5EarPA,
1279,7,知念だしんいちろう,知念　臣一郎,,1981/4/7,,,,170cm,,,,宮古島,2002/12/1,,,,,,,
1280,999,千葉琴月,千葉 芳美,,,1974/8/27,広島県,,,,,藤枝検校 杵屋勝佐 哥沢寅梅司 3代目宝集家金之助,,,,,,,,,
1281,108,千葉ゴウ,,,,,,,,,,,NSC東京校16期,2010/1/1,,,,,,,
1282,108,千葉公平,金成 公信（かねなり きみのぶ）,,1975/10/24,,千葉県東葛飾郡沼南町（現柏市）,B型,184cm,共通語,モランボン調理師専門学校,,NSC東京校2期,1997/1/1,,未婚,,,,https://www.youtube.com/channel/UCFbriRsbWPUYAsbqesRmJ2A,
1283,999,千葉ドラゴン ,,,1983/6/15,,鳥取県鳥取市,A型,165cm,,,,NSC東京校11期,2006/1/1,,,,,https://yscompany.biz/chibaidoragon.html,,
1284,108,千原ジュニア,千原 浩史,ジュニア、J（ジェイ）,1974/3/30,,京都府福知山市,O型,180cm,京都弁,京都共栄学園高等学校高校1年次に中退,,NSC大阪校8期,1989/1/1,,既婚,千原せいじ（兄）,,https://web.archive.org/web/20080120134150/http://chihara.laff.jp/blog/,https://www.youtube.com/channel/UCzpMoI_9uAqcIxpq3Ydf2Lg,
1285,108,千原せいじ,千原 靖史,せいじ,1970/1/25,,京都府福知山市,O型,181 cm,京都弁,福知山商業高等学校,,NSC大阪校8期,1989/1/1,,既婚,千原ジュニア（弟）,レジくん,,,
1286,147,チャーミングじろうちゃん,,,,,,,,,,,NSC大阪校17期（井上）,2004/1/1,2018/1/1,,,,http://neetproject.com/profile/charming/index.html,,
1287,108,チャーリー浜,西岡 正雄 （にしおか まさお）,,1942/11/7,2021/4/18,大阪府大阪市浪速区,,,,,花紀京,,1960/1/1,2021/1/1,,,,https://profile.yoshimoto.co.jp/talent/detail?id=700,,
1288,999,ぢゃいこ,是澤 綾子 これさわ あやこ,,1981/2/20,,,A,,,,,,,,,,,,,
1289,999,ちゃまくん,大牟禮 要,,1986/6/6,,長崎県大村市,AB型,170 cm,共通語、長崎弁、ちゃま語,,,NSC東京校11期,2005/1/1,,,,,,,
1290,104,チャンカワイ,川合 正悟,,1980/6/15,,三重県名張市,,,,三重県立名張西高等学校,,,2000/1/1,,既婚,,,https://www.watanabepro.co.jp/mypage/4000006/,,
1291,108,チャンス大城,大城 文章（おおしろ ふみあき）,,1975/1/22,,兵庫県尼崎市,O型,162cm,関西弁,伊丹市立伊丹高等学校（定時制）,,NSC大阪校8期・13期（NSCに再入学した為）,1990/1/1,,独身（離婚歴あり）,,,https://profile.yoshimoto.co.jp/talent/detail?id=6517,,
1292,125,ちゅうえい,中島仲英,,1978/7/29,,岐阜県下呂市,A型,169cm,飛騨弁,拓殖大学卒業,,,2000/6/1,,既婚,,,http://www.asaikikaku.co.jp/profile/nagareboshi/,,
1293,108,中條健一,中條　健一 （ちゅうじょう けんいち）,,1965/3/17,,兵庫県神戸市須磨区,A型,180 cm,関西弁,関西大学経済学部,六代桂文枝,,1987/1/1,,秋田久美子,妻、長男,,,,
1294,999,中馬めぐみ,,,1981/3/13,,大阪府,A型,,,,,,,,,,,,,
1295,117,チュンちゃん,中平 真司（なかひら しんじ）,,1984/2/23,,日本,,166cm,,,,,2003/1/1,,,,,https://www.shochikugeino.co.jp/talents/chunchan/,,
1296,121,長州小力,久保田 和輝（くぼた かずてる）,,1972/2/5,,東京都杉並区,A型,160cm,標準語,杉並区立和田中学校卒業,,,1988/1/1,,,,,,,
1297,61,超特急ひかり,,,1984/6/26,,東京都台東区,A,158cm,,,,,,,未婚,,,,,
1298,122,超能力少年ダイジ,,,1982/3/21,,千葉県,,,,,,,,,,,,,,
1299,108,陳明裕,陳 明裕,,1959/2/25,,大阪府,O型,174cm,,神戸大学大学院医学研究科,,NSC大阪校28期,2005/1/1,,,,,https://ameblo.jp/ame225/,,
1300,22,ツートン青木,青木 努（あおき つとむ）,,1959/6/27,,神奈川県,O型,160cm,共通語,,,,,,既婚,青木隆治,,http://www.twotone.co.jp/,,
1301,88,塚地武雅,同じ,塚っちゃん,1971/11/25,,大阪府泉南郡阪南町 （現・阪南市）,A型,168cm,大阪弁 共通語,桃山学院大学経済学部,,スクールJCA5期,1996/1/1,,未婚,,,http://www.pjinriki.com/talent/drunkdragon/,https://www.youtube.com/channel/UC4xOn6qsi0BXIfNu2MUuzZA,
1302,2,塚本直毅,,,1984/12/28,,静岡県浜松市,B型,168cm,,日本大学藝術学部文芸学科,,,2009/4/1,,,,,http://ashd.info/love.html,https://www.youtube.com/channel/UCQEvRjRH7GzM8X2jMIP429A,
1303,108,月亭かなめ,時津 要,,1965/11/20,,日本,O型,165cm,,初芝高等学校普通科,月亭八方,大阪市大正区,1985/1/1,1994/1/1,無し,,,http://kanameginga.blog.fc2.com/,,
1304,108,月亭方正,山崎邦正（やまさき ほうせい）（旧芸名）,山ちゃん 方正さん ヤマザキ ザキさん 今崎ホセ,1968/2/15,,兵庫県西宮市,O型,166 cm,大阪弁,立正大学心理学部卒業 立正大学大学院心理学研究科修士課程中退,月亭八方,NSC大阪校6期,1988/1/1,,既婚,,月亭柳正,,https://www.youtube.com/channel/UCqIXcCDxPecyxEqAlFCXXug,
1305,999,九十九一,福地 隆（ふくち たかし）,,1952/11/1,,大阪府大阪市大正区,AB型,168cm,共通語・大阪弁,,滝あきら 上岡龍太郎,,1976/1/1,,住友優子,メイビ（息子）[注 1],,,,
1306,146,ツクロークン,,,1973/4/5,,日本,,145cm,,愛知教育大学教育学部美術科,,NSC東京校13期,2008/1/1,,,,,,,
1307,108,ツジカオルコ,辻 薫子（読み同じ）,,1982/8/4,,福岡県福岡市,O型,152cm,共通語、博多弁,,,NSC大阪校27期,2004/4/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=824,,
1308,108,辻井亮平,辻井亮平,,1985/2/1,,兵庫県 神戸市,A型,173cm,,京都産業大学外国語学部,,NSC大阪校30期,2008/1/1,,既婚,,,https://profile.yoshimoto.co.jp/talent/detail?id=5069,https://www.youtube.com/channel/UCWbL_7uDRd2ZXjTFBuyLww,https://www.instagram.com/aironhed_tsujii/
1309,128,対馬盛浩,,,,,,,,,,,,1991/1/1,2001/1/1,,,,,,
1310,30,辻本耕志,辻本耕志,,1977/1/14,,和歌山県,,160cm,紀州弁,,,,2002/1/1,,既婚,,,,,
1311,108,辻本茂雄,,,1964/10/8,,大阪府阪南市,A型,173 cm,大阪弁,和歌山県立和歌山北高等学校卒業,,NSC大阪校5期,1986/1/1,,既婚,,,,,
1312,108,津田篤宏,,,1976/5/27,,,O型,165cm,,,,NSC大阪校22期,2000/1/1,,,,,,https://www.youtube.com/channel/UCWpDV9u0M6H1Lu0AgdUU3Iw,
1313,108,津田康平,,,,,,,,,,,NSC大阪校30期（津田） NSC大阪校32期（別府）,,,,,,,,
1314,128,土田晃之,,つっちー,1972/9/1,,東京都練馬区,AB型,183cm,共通語,専門学校東京アナウンス学院,,,1991/1/1,,既婚,,,https://www.ohtapro.co.jp/talent/tsuchidateruyuki.html,,
1315,88,土屋 ,土屋 慧（つちや けい）,,1992/12/10,,山形県鶴岡市,O型,184cm,,山形県立鶴岡工業高等学校卒業,,スクールJCA22期,2014/1/1,,,,,http://www.pjinriki.com/sp/talent/tsuchiya/,,
1316,96,土屋伸之,土屋 伸之,,1978/10/12,,千葉県船橋市,AB型,179 cm,標準語,創価大学経済学部,,,2000/1/1,,既婚,,,,https://www.youtube.com/channel/UC9fFGy1WtkqVQQJLiUdAlVA,
1317,95,土谷隼人,,,1979/8/18,,埼玉県桶川市,A型,174cm,,大東文化大学第一高等学校,,,2000/1/1,,,,,http://com.horipro.co.jp/talent/naname45/,,
1318,104,都築拓紀,,,1997/3/20,,茨城県龍ケ崎市,O型,177cm,,千葉県立印旛明誠高等学校,,ワタナベコメディスクール22期,2016/1/1,,,,,https://www.watanabepro.co.jp/mypage/4000081/,https://www.youtube.com/channel/UC_RNTt0woXncVfZMmjK9swA,
1319,108,堤太輝,,,,,,,,,,,吉本興業福岡支社,1996/1/1,,,,,,,
1320,108,堤下敦,,サックし 堤下店長 料理み下学びし,1977/9/9,,神奈川県横浜市神奈川区,B型（Rhマイナス）,174 cm,共通語,関東学院大学中退,,NSC東京校4期,1998/1/1,2017/1/1,一般人（2011年2018年春）,,,https://profile.yoshimoto.co.jp/talent/detail?id=45,https://www.youtube.com/channel/UCqyrpk7f8TsgfRyKFyZCJw,
1321,108,ツネ,常道 啓史,,1982/10/15,,大阪府和泉市,B型,178cm,,大阪府立伯太高等学校,,NSC大阪校26期（八十島） NSC大阪校27期（ツネ）,2008/2/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=2721,,
1322,125,常峰一真,常峰 一真（つねみね かずま）,,1984/2/10,,,A型,168cm,,大阪府立旭高等学校,,NSC大阪校25期,2003/1/1,,,弘兼憲史（義父） 柴門ふみ（義母）,,http://asaikikaku.co.jp/talent/profile/kazumasupaking,,
1323,108,椿鬼奴,佐藤 雅代,,1972/4/15,,東京都渋谷区,B型,163cm,共通語,清泉女子大学文学部国文学科,,NSC東京校4期,1998/1/1,,佐藤大,,,https://web.archive.org/web/20090201061306/http://tubakioniyakko.laff.jp/,,
1324,94,つぶやきシロー,永塚 勤  （ながつか つとむ）,つぶさん つぶやき,1971/3/10,,栃木県下都賀郡野木町,A型,170cm,栃木弁,愛知学院大学文学部心理学科,,,1994/1/1,,未婚,,,https://www.horipro.co.jp/tsubuyakishiro/,,
1325,104,坪倉由幸,坪倉 由幸,,1977/9/9,,神奈川県横浜市神奈川区,A型,172 cm,共通語、神奈川弁,神奈川県立寛政高等学校卒業,,,1999/1/1,,未婚,,,https://www.watanabepro.co.jp/mypage/10000071/,,
1326,107,つまみ枝豆,青木 隆彦,ポポ（旧芸名）,1958/6/1,,静岡県伊豆市,A型,170cm,共通語,三島高等学校,ビートたけし,お笑いスター誕生,1982/1/1,,江口ともみ,,,https://tap1.jp/mame/,,
